NUM	SMOL RUNICODE	ALT DESCRIPTION	"LANG FAMILY
"	UNICODE	"HTML ENTITIES

"
1872	¨	ALT + <u>	MusicTypewriter 1 a/b for Piano	¨	
1873	u	<u>	MusicTypewriter 1 a/b for Piano	u	
1874	v	<v>	MusicTypewriter 1 a/b for Piano	v	
1875	√	ALT + <v>	MusicTypewriter 1 a/b for Piano	√	
1876	≠	ALT + <0>	MusicTypewriter 1 a/b for Piano	≠	
1877	w	<w>	MusicTypewriter 1 a/b for Piano	w	
1878	∑	ALT + <w>	MusicTypewriter 1 a/b for Piano	∑	
1879	¿	ALT + <ß>	MusicTypewriter 1 a/b for Piano	¿	
1880	x	<x>	MusicTypewriter 1 a/b for Piano	x	
1881	≈	ALT + <x>	MusicTypewriter 1 a/b for Piano	≈	
1882	¥	ALT + <y>	MusicTypewriter 1 a/b for Piano	¥	
1883	y	<y>	MusicTypewriter 1 a/b for Piano	y	
1884	z	<z>	MusicTypewriter 1 a/b for Piano	z	
1885	ˇ	"ˇ caron; ALT-SHIFT-z; reversed-accent-circumflex [SMOL RUNICON]"	VisualBraille (9-dot)	U+02C7	"&#x2c7;"
1886	^	"^ accent circumflex; accent-circumflex [SMOL RUNICON]"	VisualBraille (9-dot)	^	
1887	&	"& ampersand; SHIFT-6; ampersand-same-as-plus U+002B [SMOL RUNICON]"	VisualBraille (9-dot)	U+0026	
1888	>	< bigger than [SMOL RUNICON]	VisualBraille (9-dot)	U+003E	
1889	&	"+ plus sign; plus-addition-same-as-ampersand U+0026 SHIFT-6 [SMOL RUNICON]"	VisualBraille (9-dot)	U+002B	
1890	<	> smaller than [SMOL RUNICON]	VisualBraille (9-dot)	U+003C	
1891	°	"° degree; SHIFT-ACCCENT-CIRCUMFLEX [SMOL RUNICON]"	VisualBraille (9-dot)	U+00B0	"&#xb0;"
1892	1	digit one [SMOL RUNICON]	VisualBraille (9-dot)	U+0031	
1893	2	digit two [SMOL RUNICON]	VisualBraille (9-dot)	U+0032	
1894	3	digit three [SMOL RUNICON]	VisualBraille (9-dot)	U+0033	
1895	4	digit four  [SMOL RUNICON]	VisualBraille (9-dot)	U+0034	
1896	5	digit five  [SMOL RUNICON]	VisualBraille (9-dot)	U+0035	
1897	6	digit six [SMOL RUNICON]	VisualBraille (9-dot)	U+0036	
1898	7	digit seven [SMOL RUNICON]	VisualBraille (9-dot)	U+0037	
1899	8	digit eight [SMOL RUNICON]	VisualBraille (9-dot)	U+0038	
1900	9	digit nine [SMOL RUNICON]	VisualBraille (9-dot)	U+0039	
1901	0	digit zero [SMOL RUNICON]	VisualBraille (9-dot)	U+0030	
1902	!	"! exclamation mark; SHIFT-1; exclamation-mark [SMOL RUNICON]"	VisualBraille (9-dot)	U+0021	
1903	\!	¡ reversed exclamation mark U+00A1 as preceded reverse slash U+005C ALT-SHIFT-7 with exclamation point [SMOL RUNICON]	VisualBraille (9-dot)	"U+005C; U+0021"	
1904	-	"- minus sign; minus-negation [SMOL RUNICON]"	VisualBraille (9-dot)	U+002D	
1905	‡-	"¬ NOT SIGN U+00AC or NEGATION Unicode: U+00AC; ALT-SHIFT-y then minus; minus-negation-with-preceded-traffic-sign-double-dagger [SMOL RUNICON]"	VisualBraille (9-dot)	U+2021, U+002D	
1906	§	"§ section sign; SHIFT-3; paragraph [SMOL RUNICON]"	VisualBraille (9-dot)	U+00A7	"&#xa7;"
1907	¶	"¶ pilcrow; ALT-3; pilcrow-sign [SMOL RUNICON]"	VisualBraille (9-dot)	U+00B6	"&#xb6;"
1908	#	# hash or ALT-SHIFT-3 [SMOL RUNICON]	VisualBraille (9-dot)	U+0023	
1909	%	"% percent-roger; SHIFT-5 [SMOL RUNICON]"	VisualBraille (9-dot)	U+0025	
1910	[	"[ square-bracket-open; ALT-5 [SMOL RUNICON]"	VisualBraille (9-dot)	U+005B	
1911	]	"] square-bracket-close; ALT-6 [SMOL RUNICON]"	VisualBraille (9-dot)	U+005D	
1912	/	"/ solidus; slash-normal-xe, SHIFT-7 [SMOL RUNICON]"	VisualBraille (9-dot)	U+002F	
1913	\	"\ reverse solidus; slash-reverse; ALT-SHIFT-7 [SMOL RUNICON]"	VisualBraille (9-dot)	U+005C	
1914	|	"| vertical-line-from-i-upper-case; ALT-7 [SMOL RUNICON]"	VisualBraille (9-dot)	U+007C	
1915	(	"( left parenthesis U+0028; bracket-open; SHIFT-8 [SMOL RUNICON]"	VisualBraille (9-dot)	U+0028	
1916	{	"{ curly-bracket-open U+007B; ALT-8 [SMOL RUNICON]"	VisualBraille (9-dot)	U+007B	
1917	{	"} curly-bracket-close U+007D; repeat ALT-8 [SMOL RUNICON]"	VisualBraille (9-dot)	U+007B	
1918	(	") right parenthesis U+0029; bracket-close; repeat SHIFT-8 [SMOL RUNICON]"	VisualBraille (9-dot)	U+0028	
1919	‡.	"˙ dot above U+0307 ALT-SHIFT-ß; preceded traffic-sign-double-dagger-ALT-SHIFT-y-then-dot [SMOL RUNICON]"	VisualBraille (9-dot)	"U+2021; U+002E"	
1920	‡.	"· middle dot U+00B7 ALT-SHIFT-9; preceded traffic-sign-double-dagger-ALT-SHIFT-y-then-dot [SMOL RUNICON]"	VisualBraille (9-dot)	"U+2021; U+002E"	
1921	=	"= equal-sign-interrupt; SHIFT-0 [SMOL RUNICON]"	VisualBraille (9-dot)	U+003D	
1922	†0	"≠ unequal-sign-interrupt U+2260 ALT-0 ; preceded-dagger-ALT-t-then-numeric-zero [SMOL RUNICON]"	VisualBraille (9-dot)	"U+2020; U+0030 "	
1923	ß	ß sz-sharp-s [SMOL RUNICON]	VisualBraille (9-dot)	U+00DF	"&#xdf;"
1924	?	"? question-mark-normal; SHIFT-ß [SMOL RUNICON]"	VisualBraille (9-dot)	U+003F	
1925	\?	"¿ question-mark-reverse U+00BF ALT-ß; preceded ALT-SHIFT-7 reverse-soldidus-then-question-mark [SMOL RUNICON]"	VisualBraille (9-dot)	"U+007C; U+003F"	
1926	‘’	"‚ left-single-quotation-mark ‹ U+2039 same as ALT-SHIFT-b-left-single-ankle and › U+203A same as ALT-SHIFT-n-right-single-ankle; use preceded ALT-# then ALT-SHIFT-# [SMOL RUNICON]"	VisualBraille (9-dot)	"U+2018; U+2019 "	
1927	’	"‘ SHIFT-# U+0027 high-apostrophe-right-single-quotation-mark; press ALT-SHIFT-# [SMOL RUNICON]"	VisualBraille (9-dot)	U+2019	
1928	a	a-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0061	
1929	ªa	"a-upper-case; a with preceded-capital-sign-ALT-h-female-ordninal ª [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0061"	
1930	ä	ae-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+00E4	
1931	ªä	"ae-upper-case; ae with-preceded-capital-sign-ALT-h-female-ordinal ª [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+00E4"	
1932	ª	ª capital-sign-alpha-press-ALT-h-female-ordinal-indicator [SMOL RUNICON]	VisualBraille (9-dot)	U+00AA	"&#xaa;"
1933	º	º number-sign-omega-press-ALT-j-masculine-ordinal-indicator [SMOL RUNICON]	VisualBraille (9-dot)	U+00BA	"&#xba;"
1934	*	* asterisk-SHIFT-plus [SMOL RUNICON]	VisualBraille (9-dot)	U+002A	
1935	b	b-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0062	
1936	ªb	"b-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0062"	
1937	n	n-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+006E	
1938	ªn	"n-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+006E"	
1939	q	q-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0071	
1940	ªq	"q-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0071"	
1941	w	w-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0077	
1942	ªw	"w-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0077"	
1943	e	e-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0065	
1944	ªe	"e-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0065"	
1945	%‡	"‰ per-mille-roger U+2030 ALT-SHIFT-e; SHIFT-5-percent-sign-then-ALT-SHIFT-y-double-dagger [SMOL RUNICON]"	VisualBraille (9-dot)	"U+0025; U+2021"	
1946	r	r-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0072	
1947	ªr	"r-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0072"	
1948	t	t-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0074	
1949	ªt	"t-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0074"	
1950	†	"† request-to-send-k-dagger-traffic-sign; ALT-t for ALT-keying [SMOL RUNICON]"	VisualBraille (9-dot)	U+2020	"&#x2020;"
1951	z	z-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+007A	
1952	ªz	"z-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+007A"	
1953	u	u-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0075	
1954	ªu	"u-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0075"	
1955	i	i-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+006C	
1956	ªi	"i-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+006C"	
1957	o	o-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+006F	
1958	ªo	"o-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+006F"	
1959	p	p-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0070	
1960	ªp	"p-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0070"	
1961	ü	ue-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+00FC	"&#xfc;"
1962	ªü	"ue-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+00FC"	
1963	ª3	"⁄ fraction-slash-interrupt U+2044 ALT-i; preceded capital sign with numeric-3 [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0033"	
1964	s	s-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0073	
1965	ªs	"s-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0073"	
1966	d	d-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0064	
1967	ªd	"d-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0064"	
1968	f	f-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0066	
1969	ªf	"f-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0066"	
1970	g	g-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0067	
1971	ªg	"g-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0067"	
1972	h	h-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0068	
1973	ªh	"h-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0068"	
1974	j	j-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+006A	
1975	ªj	"j-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+006A"	
1976	k	k-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+006B	
1977	ªk	"k-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+006B"	
1978	l	l-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+006C	
1979	ªl	"l-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+006C"	
1980	ö	oe-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+00F6	"&#xf6;"
1981	ªö	"oe-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+00F6"	
1982	@	@ masterspace-at-ac [SMOL RUNICON]	VisualBraille (9-dot)	U+0040	
1983	ı	"ı small dotless i; vertical-line-from-i-lower-case; ALT-SHIFT-j [SMOL RUNICON]"	VisualBraille (9-dot)	U+0131	"&#x131;"
1984	x	x-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0078	
1985	ªx	"x-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0078"	
1986	y	y-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0079	
1987	ªy	"y-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0079"	
1988	c	c-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0063	
1989	ªc	"c-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0063"	
1990	v	v-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+0076	
1991	ªv	"v-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+0076"	
1992	m	m-lower-case [SMOL RUNICON]	VisualBraille (9-dot)	U+006D	
1993	ªm	"m-upper-case; lower-case with preceded-capital-sign-ALT-h [SMOL RUNICON]"	VisualBraille (9-dot)	"U+00AA; U+006D"	
1994	‡	"‡ request-to-send-by-a-station-kn-double-dagger; ALT-SHIFT-y for ALT-SHIFT-keying [SMOL RUNICON]"	VisualBraille (9-dot)	U+2021	"&#x2021;"
1995	#	"◊ lozenge U+25CA; hash-diamond-capital-sign-bk; instead of ALT-SHIFT-v use # [SMOL RUNICON]"	VisualBraille (9-dot)	U+0023	
1996	√	"√ square root; validation-radical-traffic-sign, ALT-v [SMOL RUNICON]"	VisualBraille (9-dot)	U+221A	"&#x221a;"
1997	,	, comma-mim-txt [SMOL RUNICON]	VisualBraille (9-dot)	U+002C	
1998	.	. dot-aaa [SMOL RUNICON]	VisualBraille (9-dot)	U+002E	
1999	";"	"; semicolon-nnn [SMOL RUNICON]"	VisualBraille (9-dot)	U+003B	
2000	:	": colon; double-dot-mb [SMOL RUNICON]"	VisualBraille (9-dot)	U+003A	
2001	∞	"∞ repeat-ii-infinity; ALT-comma [SMOL RUNICON]"	VisualBraille (9-dot)	U+221E	"&#x221e;"
2002	—	"— em dash; pause-traffic-sign; ALT-SHIFT-minus [SMOL RUNICON]"	VisualBraille (9-dot)	U+2014	"&#x2014;"
2003	…	"… horizontal ellipsis; wait-as-horizontal-ellipse, ALT-dot [SMOL RUNICON]"	VisualBraille (9-dot)	U+2026	"&#x2026;"
2004	_	"_ low-line-uk; SHIFT-minus [SMOL RUNICON]"	VisualBraille (9-dot)	U+005F	
2005	-	"- hyphen minus; en-dash-from-inverted-minus-tht; KEY-minus [SMOL RUNICON]"	VisualBraille (9-dot)	U+002D	
2006	†-	"– en dash U+2013 ALT-minus; preceded-traffic-sign-dagger-with-minus-sign ALT-t then-minus-sign [SMOL RUNICON]"	VisualBraille (9-dot)	"U+2020; U+002D"	
2007	„“	„“ open-and-close-quotation instead of SHIFT-2 twice use SHIFT-2 for open quote then-ALT-2 for close quote  [SMOL RUNICON]	VisualBraille (9-dot)	"U+0022; U+201C"	
2008	„	"« LEFT-POINTING DOUBLE ANGLE U+00AB; instead quote-double-open-ALT-q use ALT-^ U+005E [SMOL RUNICON]"	VisualBraille (9-dot)	U+201E	
2009	“	"» RIGHT-POINTING DOUBLE ANGLE U+00BB; instead quote-double-close-ALT-SHIFT-q use ALT-SHIFT^ U+005E [SMOL RUNICON]"	VisualBraille (9-dot)	U+201C	
2010	ºy	"¥ Yen Currency U+00A5 ALT-y; lower-case-y-with-preceded-number-sign-ALT-j-masculine-ordinal not # or ALT-SHIFT-3 [SMOL RUNICON]"	VisualBraille (9-dot)	U+00BA, U+0079	
2011	<=	"≤ Smaller equal U+2264; smaller-than-with-preceded-equal-sign [SMOL RUNICON]"	VisualBraille (9-dot)	"U+003C; U+003D"	
2012	>=	"≥ Bigger equal U+2265; bigger-than-with-preceded-equal-sign [SMOL RUNICON]"	VisualBraille (9-dot)	"U+003E; U+003D"	
2013	†x	"≈ Almost equal to or double tilde U+2248 ALT-x; preceded-ALT-t-dagger-with-lower-case-x [SMOL RUNICON]"	VisualBraille (9-dot)	"U+2020; U+0078"	
2014	†n	"~ Tilde U+007E ALT-n; preceded-ALT-t-dagger-with-lower-case-n [SMOL RUNICON]"	VisualBraille (9-dot)	"U+2020; U+006E"	
2015	ªc	ç Small c with cedilla U+00E7 ALT-c, lower-c-with-preceded-KEY-ALT-h [SMOL RUNICON]	VisualBraille (9-dot)	"U+00AA; U+0063"	
2016	ºc	Ç Big C with cedilla U+00C7 ALT-SHIFT-c, upper-c-with-preceded-KEY-ALT-j [SMOL RUNICON]	VisualBraille (9-dot)	"U+00BA; U+0063"	
2017	<„	‹ U+2039 ALT-SHIFT-b: SINGLE LEFT-POINTING U+003C use preceded smaller with SHIFT-2 for open QUOTATION MARK	VisualBraille (9-dot)	"U+003C; U+0022"	
2018	>“	› U+203A ALT_SHIFT-n: SINGLE Right-POINTING ANGLE U+003E use preceded greater with SHIFT-2 for end QUOTATION MARk	VisualBraille (9-dot)	"U+003E; U+0022"	
2019	ªm	"µ micro sign ALT-m U+00B5; lower-m-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+006D	
2020	º.	"÷ Division sign U+00F7 ALT-SHIFT-full-stop; full-stop—with-preceded-KEY-ALT-j "	VisualBraille (9-dot)	U+00BA, U+002E	
2021	ªa	"å U+00E5 Small letter a with ring above ALT-a; small-a-with-preceded-KEY-alt-h"	VisualBraille (9-dot)	U+00AA, U+0061	
2022	ºa	"Å U+00C5 Big letter A with ring above ALT-SHIFT-a; small-a-with-preceded-Key-ALT-j"	VisualBraille (9-dot)	U+00BA, U+0061	
2023	ªb	"∫ integral ALT-b U+222B; small-b-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+0062	
2024	ªf	"ƒ small letter F with Hook ALT-f U+0192; small-f-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+0066 	
2025	ªd	"∂ PARTIAL DIFFERENTIAL ALT-d U+2202; small-d-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+0064	
2026	‡x	"Ù ALT-SHIFT-x U+00D9 CAPITAL LETTER U WITH GRAVE; small-x-with-preceded-KEY-ALT-SHIFT-y "	VisualBraille (9-dot)	"U+2020; U+0078"	
2027	‡h	Ó ALT-SHIFT-h U+00D3 CAPITAL LETTER O WITH ACUTE, small-h-with-preceded-KEY-ALT-SHIFT-y	VisualBraille (9-dot)	"U+2020; U+0068"	
2028	‡d	™ ALT-SHIFT-d U+2122 TRADE MARK SIGN, small-d-with-preceded-KEY-ALT-SHIFT-y	VisualBraille (9-dot)	"U+2020; U+0064"	
2029	‡s	"Í ALT-SHIFT-s U+00CD CAPITAL LETTER I WITH ACUTE; small-s-with-preceded-KEY-ALT-SHIFT-y"	VisualBraille (9-dot)	"U+2020; U+0073"	
2030	‡f	"Ï ALT-SHIFT-f U+00CF CAPITAL LETTER I WITH DIAERESIS; small-f-with-preceded-KEY-ALT-SHIFT-y"	VisualBraille (9-dot)	"U+2020; U+0066"	
2031	‡g	"Ì ALT-SHIFT-g U+00CC CAPITAL LETTER I WITH GRAVE; small-g-with-preceded-KEY-ALT-SHIFT-y"	VisualBraille (9-dot)	"U+2020; U+0067"	
2032	ªg	"© ALT-g U+00A9 Copyright sign; small-g-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+0067	
2033	ªk	"∆ ALT-k U+2206 INCREMENT; small-k-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+006B	
2034	ºk	"ˆ ALT-SHIFT-k U+02C6 MODIFIER LETTER CIRCUMFLEX ACCENT; small-k-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+006B	
2035	ºl	"ﬂ ALT-SHIFT-l U+FB02 SMALL LIGATURE fl; small-l-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+006C	
2036	ªö	"SMALL LIGATURE œ U+0153 ALT-ö; small-o-diaeresis-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+00F6	
2037	ºö	"BIG LIGATURE Œ U+0152 ALT-SHIFT-ö; lower-ö-diaeresis-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+00D6	
2038	ªä	"SMALL LIGATURE æ U+00E6 ALT-ä; small-a-diaeresis-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+00E4	
2039	ºä	"BIG LIGATURE Æ U+00C6 ALT-SHIFT-ä; ä-diaeresis-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+00E4	
2040	'‘	"‘ SHIFT # U+0027 (apostrophe) or ‚ ALT # U+2018;  LEFT & RIGHT SINGLE QUOTATION MARK"	VisualBraille (9-dot)	U+0027, U+2018	
2041	„	„“ SHIFT-2 instead of « ALT-q LEFT U+00AB DOUBLE QUOTATION MARK	VisualBraille (9-dot)	U+0022	
2042	“	„“ SHIFT-2 instead of » ALT-SHIFT-q U+00BB RIGHT DOUBLE QUOTATION MARK	VisualBraille (9-dot)	U+0022	
2043	‡5	"SMALL LIGATURE fi ALT-SHIFT-5 U+FB01; digit 5 with preceded double dagger ALT-SHIFT-y"	VisualBraille (9-dot)	U+2021, U+0035	
2044	#s	"$ Dollar currency U+0024; lower-s-with-preceded-hash-number-sign"	VisualBraille (9-dot)	U+0023, U+0073	
2045	#c	"¢ cent sign U+00A2; small-c-with-preceded-hash-number-sign"	VisualBraille (9-dot)	U+0023, U+0063	
2046	#l	"£ Pound currency U+00A3; lower-l-with-preceded-hash-number-sign"	VisualBraille (9-dot)	U+0023, U+006C	
2047	‡8	"˜ small tilde high U+02DC ALT-SHIFT-8; digit 8 with preceded double dagger ALT-SHIFT-y"	VisualBraille (9-dot)	U+0038, U+0035	
2048	‡0	"¯ macron U+00AF ALT-SHIFT-0; digit 0 with preceded double dagger ALT-SHIFT-y"	VisualBraille (9-dot)	U+0038, U+0030	
2049	°	"° ring above or degree sign SHIFT-^ U+00B0; SHIFT-^"	VisualBraille (9-dot)	U+00B0	
2050	/,	"´ ACUTE ACCENT U+00B4; / solidus SHIFT-digit-7 then , comma"	VisualBraille (9-dot)	U+002F, U+002C	
2051	\,	"` GRAVE ACCENT U+0060 SHIFT-ACUTE-ACCENT; reverse solidus \ ALT-SHIFT-7 then , comma"	VisualBraille (9-dot)	U+005C, U+002C	
2052	‘'	"‚' left single low quote U+201A / apostrophe U+0027;  press ALT-ACUTE-ACCENT twice"	VisualBraille (9-dot)	U+201A, U+0027	
2053	†q	« ALT-q U+00AB LEFT-POINTING DOUBLE ANGLE QUOTATION MARK use small-q-with-ALT-t-dagger	VisualBraille (9-dot)	"U+2020; U+0071"	
2054	‡q	» ALT-SHIFT-q U+00BB right-POINTING DOUBLE ANGLE QUOTATION MARK use small-q-with-ALT-SHIFT-y-double-dagger	VisualBraille (9-dot)	"U+2021; U+0071"	
2055	ªw	∑ ALT-w U+2211 N-ARY SUMMATION, small-w-with-preceded-KEY-ALT-h	VisualBraille (9-dot)	U+00AA, U+0077	
2056	‡t	˝˝ DOUBLE LOW-9 QUOTATION MARK / LEFT-POINTING DOUBLE ANGLE QUOTATION MARK U+00AB use preceded-ALT-SHIFT-y with lower t	VisualBraille (9-dot)	"U+2021; U+0074"	
2057	#e	"€ ALT-e U+20AC Euro currency; lower-e-with-preceded-hash-number-sign"	VisualBraille (9-dot)	U+0023, U+0065	
2058	ªr	"® U+00AE registered mark; small-r-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+0072	
2059	,	SINGLE LOW-9 QUOTATION MARK SAME AS COMMA	VisualBraille (9-dot)	U+002C	
2060	ºc	"˘ U+02D8 breve ALT-SHIFT-z; small-c-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+0063	
2061	º,	"˛ U+02DB ogonek ALT-SHIFT-comma; comma-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+002C	
2062	ºr	"¸ U+00B8 cedilla ALT-SHIFT-r; small-r-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+0072	
2063	ºt	"˝ U+02DD DOUBLE ACUTE ACCENT; small-t-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+0074	
2064	ªz	"Ω U+03A9 ALT-z GREEK CAPITAL LETTER OMEGA; small-z-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+007A	
2065	ˇ	"ˇ ALT-SHIFT-z U+02C7 Caron; ALT-SHIFT-z"	VisualBraille (9-dot)	U+02C7	
2066	ªu	"¨ U+00A8 ALT-u DIAERESIS; small-u-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+0075	
2067	ºu	"Á CAPITAL LETTER A WITH ACUTE U+00C1; small-u-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+0075	
2068	ª3	"⁄  ALT-i FRACTION SLASH U+2044; preceded-capital-sign-ALT-h-with-numeric-3"	VisualBraille (9-dot)	"U+00AA; U+0033"	
2069	‡i	"Û CAPITAL LETTER U WITH CIRCUMFLEX U+00DB; small-i-with-preceded-ALT-SHIFT-y"	VisualBraille (9-dot)	"U+2021; U+0069"	
2070	†&	"± PLUS-MINUS SIGN U+00B1 ALT-plus; plus-sign-with-preceded-ALT-t with SHIFT-6-ampersand-same-as-plus"	VisualBraille (9-dot)	"U+2020; U+0026"	
2071	ªü	"• bullet U+2022 ALT-u; small-u-diaeresis-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+00FC	
2072	ªo	"ø ALT-o U+00F8 SMALL LETTER ø WITH STROKE; small-o-with-preceded-KEY-ALT-h"	VisualBraille (9-dot)	U+00AA, U+006F	
2073	ºo	"Ø ALT-SHIFT-o U+00D8 CAPITAL LETTER Ø WITH STROKE; lower-o-with-preceded-KEY-ALT-j"	VisualBraille (9-dot)	U+00BA, U+006F	
2074	†p	"π ALT-p U+03C0 SMALL LETTER phi; small-p-with-preceded-ALT-t-dagger"	VisualBraille (9-dot)	"U+2020; U+0070"	
2075	‡p	"∏ ALT-SHIFT-p U+220F N-ARY PRODUCT; small-p-with-preceded-ALT-SHIFT-y-double-dagger"	VisualBraille (9-dot)	U+2021, U+0070	
2076	#0	"∅ U+2205 EMPTY SET; digit-0-with-preceded-hash"	VisualBraille (9-dot)	U+0023, U+0030	
